wsi/bin/probs_map.py:54: UserWarning: volatile was removed and now has no effect. Use `with torch.no_grad():` instead.
  data = Variable(data.cuda(async=True), volatile=True)
INFO:root:2019-05-04 03:19:10, flip : NONE, rotate : NONE, batch : 1/12901, Run Time : 34.21
INFO:root:2019-05-04 03:20:05, flip : NONE, rotate : NONE, batch : 53/12901, Run Time : 0.31
INFO:root:2019-05-04 03:20:05, flip : NONE, rotate : NONE, batch : 54/12901, Run Time : 0.24
INFO:root:2019-05-04 03:20:05, flip : NONE, rotate : NONE, batch : 55/12901, Run Time : 0.30
INFO:root:2019-05-04 03:20:12, flip : NONE, rotate : NONE, batch : 56/12901, Run Time : 6.75
INFO:root:2019-05-04 03:20:12, flip : NONE, rotate : NONE, batch : 57/12901, Run Time : 0.22
INFO:root:2019-05-04 03:20:12, flip : NONE, rotate : NONE, batch : 58/12901, Run Time : 0.25
INFO:root:2019-05-04 03:20:13, flip : NONE, rotate : NONE, batch : 59/12901, Run Time : 0.31
INFO:root:2019-05-04 03:20:13, flip : NONE, rotate : NONE, batch : 60/12901, Run Time : 0.33
INFO:root:2019-05-04 03:20:16, flip : NONE, rotate : NONE, batch : 61/12901, Run Time : 3.41
INFO:root:2019-05-04 03:20:17, flip : NONE, rotate : NONE, batch : 62/12901, Run Time : 0.25
INFO:root:2019-05-04 03:20:17, flip : NONE, rotate : NONE, batch : 63/12901, Run Time : 0.33
INFO:root:2019-05-04 03:20:17, flip : NONE, rotate : NONE, batch : 64/12901, Run Time : 0.28
INFO:root:2019-05-04 03:20:18, flip : NONE, rotate : NONE, batch : 65/12901, Run Time : 0.66
INFO:root:2019-05-04 03:20:21, flip : NONE, rotate : NONE, batch : 66/12901, Run Time : 3.44
INFO:root:2019-05-04 03:20:22, flip : NONE, rotate : NONE, batch : 67/12901, Run Time : 0.24
INFO:root:2019-05-04 03:20:22, flip : NONE, rotate : NONE, batch : 68/12901, Run Time : 0.25
INFO:root:2019-05-04 03:20:22, flip : NONE, rotate : NONE, batch : 69/12901, Run Time : 0.27
INFO:root:2019-05-04 03:20:23, flip : NONE, rotate : NONE, batch : 70/12901, Run Time : 0.71
INFO:root:2019-05-04 03:20:28, flip : NONE, rotate : NONE, batch : 71/12901, Run Time : 4.81
INFO:root:2019-05-04 03:20:28, flip : NONE, rotate : NONE, batch : 72/12901, Run Time : 0.24
INFO:root:2019-05-04 03:20:28, flip : NONE, rotate : NONE, batch : 73/12901, Run Time : 0.24
INFO:root:2019-05-04 03:20:28, flip : NONE, rotate : NONE, batch : 74/12901, Run Time : 0.29
INFO:root:2019-05-04 03:20:30, flip : NONE, rotate : NONE, batch : 75/12901, Run Time : 1.21
INFO:root:2019-05-04 03:20:30, flip : NONE, rotate : NONE, batch : 76/12901, Run Time : 0.36
INFO:root:2019-05-04 03:20:30, flip : NONE, rotate : NONE, batch : 77/12901, Run Time : 0.36
INFO:root:2019-05-04 03:20:33, flip : NONE, rotate : NONE, batch : 78/12901, Run Time : 3.02
INFO:root:2019-05-04 03:20:34, flip : NONE, rotate : NONE, batch : 79/12901, Run Time : 0.24
INFO:root:2019-05-04 03:20:34, flip : NONE, rotate : NONE, batch : 80/12901, Run Time : 0.21
INFO:root:2019-05-04 03:20:34, flip : NONE, rotate : NONE, batch : 81/12901, Run Time : 0.29
INFO:root:2019-05-04 03:20:37, flip : NONE, rotate : NONE, batch : 82/12901, Run Time : 3.20
INFO:root:2019-05-04 03:20:37, flip : NONE, rotate : NONE, batch : 83/12901, Run Time : 0.22
INFO:root:2019-05-04 03:20:38, flip : NONE, rotate : NONE, batch : 84/12901, Run Time : 0.28
INFO:root:2019-05-04 03:20:38, flip : NONE, rotate : NONE, batch : 85/12901, Run Time : 0.31
INFO:root:2019-05-04 03:20:38, flip : NONE, rotate : NONE, batch : 86/12901, Run Time : 0.33
INFO:root:2019-05-04 03:20:46, flip : NONE, rotate : NONE, batch : 87/12901, Run Time : 7.89
INFO:root:2019-05-04 03:20:47, flip : NONE, rotate : NONE, batch : 88/12901, Run Time : 0.26
INFO:root:2019-05-04 03:20:47, flip : NONE, rotate : NONE, batch : 89/12901, Run Time : 0.25
INFO:root:2019-05-04 03:20:47, flip : NONE, rotate : NONE, batch : 90/12901, Run Time : 0.36
INFO:root:2019-05-04 03:21:00, flip : NONE, rotate : NONE, batch : 91/12901, Run Time : 12.48
INFO:root:2019-05-04 03:21:00, flip : NONE, rotate : NONE, batch : 92/12901, Run Time : 0.23
INFO:root:2019-05-04 03:21:00, flip : NONE, rotate : NONE, batch : 93/12901, Run Time : 0.38
INFO:root:2019-05-04 03:21:01, flip : NONE, rotate : NONE, batch : 94/12901, Run Time : 0.29
INFO:root:2019-05-04 03:21:01, flip : NONE, rotate : NONE, batch : 95/12901, Run Time : 0.34
INFO:root:2019-05-04 03:21:03, flip : NONE, rotate : NONE, batch : 96/12901, Run Time : 2.17
INFO:root:2019-05-04 03:21:03, flip : NONE, rotate : NONE, batch : 97/12901, Run Time : 0.19
INFO:root:2019-05-04 03:21:03, flip : NONE, rotate : NONE, batch : 98/12901, Run Time : 0.25
INFO:root:2019-05-04 03:21:04, flip : NONE, rotate : NONE, batch : 99/12901, Run Time : 0.33
INFO:root:2019-05-04 03:21:04, flip : NONE, rotate : NONE, batch : 100/12901, Run Time : 0.52
INFO:root:2019-05-04 03:21:05, flip : NONE, rotate : NONE, batch : 101/12901, Run Time : 0.82
INFO:root:2019-05-04 03:21:06, flip : NONE, rotate : NONE, batch : 102/12901, Run Time : 0.43
INFO:root:2019-05-04 03:21:06, flip : NONE, rotate : NONE, batch : 103/12901, Run Time : 0.36
INFO:root:2019-05-04 03:21:06, flip : NONE, rotate : NONE, batch : 104/12901, Run Time : 0.38
INFO:root:2019-05-04 03:21:14, flip : NONE, rotate : NONE, batch : 105/12901, Run Time : 7.73
INFO:root:2019-05-04 03:21:14, flip : NONE, rotate : NONE, batch : 106/12901, Run Time : 0.27
INFO:root:2019-05-04 03:21:15, flip : NONE, rotate : NONE, batch : 107/12901, Run Time : 0.25
INFO:root:2019-05-04 03:21:15, flip : NONE, rotate : NONE, batch : 108/12901, Run Time : 0.31
INFO:root:2019-05-04 03:21:16, flip : NONE, rotate : NONE, batch : 109/12901, Run Time : 1.06
INFO:root:2019-05-04 03:21:21, flip : NONE, rotate : NONE, batch : 110/12901, Run Time : 4.91
INFO:root:2019-05-04 03:21:21, flip : NONE, rotate : NONE, batch : 111/12901, Run Time : 0.22
INFO:root:2019-05-04 03:21:21, flip : NONE, rotate : NONE, batch : 112/12901, Run Time : 0.43
INFO:root:2019-05-04 03:21:22, flip : NONE, rotate : NONE, batch : 113/12901, Run Time : 0.31
INFO:root:2019-05-04 03:21:23, flip : NONE, rotate : NONE, batch : 114/12901, Run Time : 1.06
INFO:root:2019-05-04 03:21:23, flip : NONE, rotate : NONE, batch : 115/12901, Run Time : 0.35
INFO:root:2019-05-04 03:21:24, flip : NONE, rotate : NONE, batch : 116/12901, Run Time : 0.58
INFO:root:2019-05-04 03:21:24, flip : NONE, rotate : NONE, batch : 117/12901, Run Time : 0.29
INFO:root:2019-05-04 03:21:24, flip : NONE, rotate : NONE, batch : 118/12901, Run Time : 0.41
INFO:root:2019-05-04 03:21:27, flip : NONE, rotate : NONE, batch : 119/12901, Run Time : 3.00
INFO:root:2019-05-04 03:21:28, flip : NONE, rotate : NONE, batch : 120/12901, Run Time : 0.40
INFO:root:2019-05-04 03:21:28, flip : NONE, rotate : NONE, batch : 121/12901, Run Time : 0.28
INFO:root:2019-05-04 03:21:28, flip : NONE, rotate : NONE, batch : 122/12901, Run Time : 0.30
INFO:root:2019-05-04 03:21:29, flip : NONE, rotate : NONE, batch : 123/12901, Run Time : 0.62
INFO:root:2019-05-04 03:21:32, flip : NONE, rotate : NONE, batch : 124/12901, Run Time : 2.43
INFO:root:2019-05-04 03:21:32, flip : NONE, rotate : NONE, batch : 125/12901, Run Time : 0.22
INFO:root:2019-05-04 03:21:32, flip : NONE, rotate : NONE, batch : 126/12901, Run Time : 0.25
INFO:root:2019-05-04 03:21:32, flip : NONE, rotate : NONE, batch : 127/12901, Run Time : 0.27
INFO:root:2019-05-04 03:21:38, flip : NONE, rotate : NONE, batch : 128/12901, Run Time : 5.43
INFO:root:2019-05-04 03:21:38, flip : NONE, rotate : NONE, batch : 129/12901, Run Time : 0.23
INFO:root:2019-05-04 03:21:38, flip : NONE, rotate : NONE, batch : 130/12901, Run Time : 0.18
INFO:root:2019-05-04 03:21:38, flip : NONE, rotate : NONE, batch : 131/12901, Run Time : 0.19
INFO:root:2019-05-04 03:21:39, flip : NONE, rotate : NONE, batch : 132/12901, Run Time : 0.34
INFO:root:2019-05-04 03:21:45, flip : NONE, rotate : NONE, batch : 133/12901, Run Time : 6.13
INFO:root:2019-05-04 03:21:45, flip : NONE, rotate : NONE, batch : 134/12901, Run Time : 0.23
INFO:root:2019-05-04 03:21:45, flip : NONE, rotate : NONE, batch : 135/12901, Run Time : 0.28
INFO:root:2019-05-04 03:21:46, flip : NONE, rotate : NONE, batch : 136/12901, Run Time : 0.28
INFO:root:2019-05-04 03:21:46, flip : NONE, rotate : NONE, batch : 137/12901, Run Time : 0.34
INFO:root:2019-05-04 03:21:55, flip : NONE, rotate : NONE, batch : 138/12901, Run Time : 9.04
INFO:root:2019-05-04 03:21:55, flip : NONE, rotate : NONE, batch : 139/12901, Run Time : 0.27
INFO:root:2019-05-04 03:21:55, flip : NONE, rotate : NONE, batch : 140/12901, Run Time : 0.24
INFO:root:2019-05-04 03:21:56, flip : NONE, rotate : NONE, batch : 141/12901, Run Time : 0.46
INFO:root:2019-05-04 03:21:59, flip : NONE, rotate : NONE, batch : 142/12901, Run Time : 3.21
INFO:root:2019-05-04 03:21:59, flip : NONE, rotate : NONE, batch : 143/12901, Run Time : 0.21
INFO:root:2019-05-04 03:22:00, flip : NONE, rotate : NONE, batch : 144/12901, Run Time : 0.16
INFO:root:2019-05-04 03:22:00, flip : NONE, rotate : NONE, batch : 145/12901, Run Time : 0.17
INFO:root:2019-05-04 03:22:00, flip : NONE, rotate : NONE, batch : 146/12901, Run Time : 0.22
INFO:root:2019-05-04 03:22:04, flip : NONE, rotate : NONE, batch : 147/12901, Run Time : 3.87
INFO:root:2019-05-04 03:22:04, flip : NONE, rotate : NONE, batch : 148/12901, Run Time : 0.30
INFO:root:2019-05-04 03:22:04, flip : NONE, rotate : NONE, batch : 149/12901, Run Time : 0.28
INFO:root:2019-05-04 03:22:05, flip : NONE, rotate : NONE, batch : 150/12901, Run Time : 0.27
INFO:root:2019-05-04 03:22:06, flip : NONE, rotate : NONE, batch : 151/12901, Run Time : 1.38
INFO:root:2019-05-04 03:22:09, flip : NONE, rotate : NONE, batch : 152/12901, Run Time : 3.48
INFO:root:2019-05-04 03:22:10, flip : NONE, rotate : NONE, batch : 153/12901, Run Time : 0.29
INFO:root:2019-05-04 03:22:10, flip : NONE, rotate : NONE, batch : 154/12901, Run Time : 0.24
INFO:root:2019-05-04 03:22:10, flip : NONE, rotate : NONE, batch : 155/12901, Run Time : 0.32
INFO:root:2019-05-04 03:22:15, flip : NONE, rotate : NONE, batch : 156/12901, Run Time : 5.05
INFO:root:2019-05-04 03:22:16, flip : NONE, rotate : NONE, batch : 157/12901, Run Time : 0.25
INFO:root:2019-05-04 03:22:16, flip : NONE, rotate : NONE, batch : 158/12901, Run Time : 0.25
INFO:root:2019-05-04 03:22:16, flip : NONE, rotate : NONE, batch : 159/12901, Run Time : 0.30
INFO:root:2019-05-04 03:22:17, flip : NONE, rotate : NONE, batch : 160/12901, Run Time : 0.37
INFO:root:2019-05-04 03:22:20, flip : NONE, rotate : NONE, batch : 161/12901, Run Time : 3.57
INFO:root:2019-05-04 03:22:20, flip : NONE, rotate : NONE, batch : 162/12901, Run Time : 0.25
INFO:root:2019-05-04 03:22:21, flip : NONE, rotate : NONE, batch : 163/12901, Run Time : 0.33
INFO:root:2019-05-04 03:22:21, flip : NONE, rotate : NONE, batch : 164/12901, Run Time : 0.27
INFO:root:2019-05-04 03:22:21, flip : NONE, rotate : NONE, batch : 165/12901, Run Time : 0.34
INFO:root:2019-05-04 03:22:29, flip : NONE, rotate : NONE, batch : 166/12901, Run Time : 7.34
INFO:root:2019-05-04 03:22:29, flip : NONE, rotate : NONE, batch : 167/12901, Run Time : 0.31
INFO:root:2019-05-04 03:22:29, flip : NONE, rotate : NONE, batch : 168/12901, Run Time : 0.26
INFO:root:2019-05-04 03:22:30, flip : NONE, rotate : NONE, batch : 169/12901, Run Time : 0.29
INFO:root:2019-05-04 03:22:33, flip : NONE, rotate : NONE, batch : 170/12901, Run Time : 3.14
INFO:root:2019-05-04 03:22:33, flip : NONE, rotate : NONE, batch : 171/12901, Run Time : 0.24
INFO:root:2019-05-04 03:22:33, flip : NONE, rotate : NONE, batch : 172/12901, Run Time : 0.26
INFO:root:2019-05-04 03:22:33, flip : NONE, rotate : NONE, batch : 173/12901, Run Time : 0.32
INFO:root:2019-05-04 03:22:34, flip : NONE, rotate : NONE, batch : 174/12901, Run Time : 0.34
INFO:root:2019-05-04 03:22:39, flip : NONE, rotate : NONE, batch : 175/12901, Run Time : 5.06
INFO:root:2019-05-04 03:22:39, flip : NONE, rotate : NONE, batch : 176/12901, Run Time : 0.48
INFO:root:2019-05-04 03:22:40, flip : NONE, rotate : NONE, batch : 177/12901, Run Time : 0.25
INFO:root:2019-05-04 03:22:40, flip : NONE, rotate : NONE, batch : 178/12901, Run Time : 0.30
INFO:root:2019-05-04 03:22:45, flip : NONE, rotate : NONE, batch : 179/12901, Run Time : 5.50
INFO:root:2019-05-04 03:22:46, flip : NONE, rotate : NONE, batch : 180/12901, Run Time : 0.26
INFO:root:2019-05-04 03:22:46, flip : NONE, rotate : NONE, batch : 181/12901, Run Time : 0.24
INFO:root:2019-05-04 03:22:46, flip : NONE, rotate : NONE, batch : 182/12901, Run Time : 0.30
INFO:root:2019-05-04 03:22:48, flip : NONE, rotate : NONE, batch : 183/12901, Run Time : 1.59
INFO:root:2019-05-04 03:22:52, flip : NONE, rotate : NONE, batch : 184/12901, Run Time : 4.64
INFO:root:2019-05-04 03:22:53, flip : NONE, rotate : NONE, batch : 185/12901, Run Time : 0.24
INFO:root:2019-05-04 03:22:53, flip : NONE, rotate : NONE, batch : 186/12901, Run Time : 0.26
INFO:root:2019-05-04 03:22:53, flip : NONE, rotate : NONE, batch : 187/12901, Run Time : 0.30
INFO:root:2019-05-04 03:22:58, flip : NONE, rotate : NONE, batch : 188/12901, Run Time : 4.50
INFO:root:2019-05-04 03:22:58, flip : NONE, rotate : NONE, batch : 189/12901, Run Time : 0.24
INFO:root:2019-05-04 03:22:58, flip : NONE, rotate : NONE, batch : 190/12901, Run Time : 0.17
INFO:root:2019-05-04 03:22:58, flip : NONE, rotate : NONE, batch : 191/12901, Run Time : 0.33
INFO:root:2019-05-04 03:22:59, flip : NONE, rotate : NONE, batch : 192/12901, Run Time : 0.31
INFO:root:2019-05-04 03:23:06, flip : NONE, rotate : NONE, batch : 193/12901, Run Time : 7.22
INFO:root:2019-05-04 03:23:06, flip : NONE, rotate : NONE, batch : 194/12901, Run Time : 0.24
INFO:root:2019-05-04 03:23:07, flip : NONE, rotate : NONE, batch : 195/12901, Run Time : 0.25
INFO:root:2019-05-04 03:23:07, flip : NONE, rotate : NONE, batch : 196/12901, Run Time : 0.30
INFO:root:2019-05-04 03:23:07, flip : NONE, rotate : NONE, batch : 197/12901, Run Time : 0.32
INFO:root:2019-05-04 03:23:11, flip : NONE, rotate : NONE, batch : 198/12901, Run Time : 4.09
INFO:root:2019-05-04 03:23:12, flip : NONE, rotate : NONE, batch : 199/12901, Run Time : 0.71
INFO:root:2019-05-04 03:23:12, flip : NONE, rotate : NONE, batch : 200/12901, Run Time : 0.21
INFO:root:2019-05-04 03:23:12, flip : NONE, rotate : NONE, batch : 201/12901, Run Time : 0.26
INFO:root:2019-05-04 03:23:13, flip : NONE, rotate : NONE, batch : 202/12901, Run Time : 0.29
INFO:root:2019-05-04 03:23:18, flip : NONE, rotate : NONE, batch : 203/12901, Run Time : 4.81
INFO:root:2019-05-04 03:23:18, flip : NONE, rotate : NONE, batch : 204/12901, Run Time : 0.24
INFO:root:2019-05-04 03:23:18, flip : NONE, rotate : NONE, batch : 205/12901, Run Time : 0.25
INFO:root:2019-05-04 03:23:18, flip : NONE, rotate : NONE, batch : 206/12901, Run Time : 0.28
INFO:root:2019-05-04 03:23:23, flip : NONE, rotate : NONE, batch : 207/12901, Run Time : 4.94
INFO:root:2019-05-04 03:23:24, flip : NONE, rotate : NONE, batch : 208/12901, Run Time : 0.66
INFO:root:2019-05-04 03:23:24, flip : NONE, rotate : NONE, batch : 209/12901, Run Time : 0.25
INFO:root:2019-05-04 03:23:24, flip : NONE, rotate : NONE, batch : 210/12901, Run Time : 0.28
INFO:root:2019-05-04 03:23:25, flip : NONE, rotate : NONE, batch : 211/12901, Run Time : 0.34
INFO:root:2019-05-04 03:23:27, flip : NONE, rotate : NONE, batch : 212/12901, Run Time : 1.84
INFO:root:2019-05-04 03:23:27, flip : NONE, rotate : NONE, batch : 213/12901, Run Time : 0.20
INFO:root:2019-05-04 03:23:27, flip : NONE, rotate : NONE, batch : 214/12901, Run Time : 0.25
INFO:root:2019-05-04 03:23:27, flip : NONE, rotate : NONE, batch : 215/12901, Run Time : 0.30
INFO:root:2019-05-04 03:23:28, flip : NONE, rotate : NONE, batch : 216/12901, Run Time : 0.32
INFO:root:2019-05-04 03:23:32, flip : NONE, rotate : NONE, batch : 217/12901, Run Time : 3.84
INFO:root:2019-05-04 03:23:32, flip : NONE, rotate : NONE, batch : 218/12901, Run Time : 0.25
INFO:root:2019-05-04 03:23:32, flip : NONE, rotate : NONE, batch : 219/12901, Run Time : 0.27
INFO:root:2019-05-04 03:23:32, flip : NONE, rotate : NONE, batch : 220/12901, Run Time : 0.34
INFO:root:2019-05-04 03:23:33, flip : NONE, rotate : NONE, batch : 221/12901, Run Time : 0.41
INFO:root:2019-05-04 03:23:36, flip : NONE, rotate : NONE, batch : 222/12901, Run Time : 2.73
INFO:root:2019-05-04 03:23:36, flip : NONE, rotate : NONE, batch : 223/12901, Run Time : 0.23
INFO:root:2019-05-04 03:23:36, flip : NONE, rotate : NONE, batch : 224/12901, Run Time : 0.25
INFO:root:2019-05-04 03:23:36, flip : NONE, rotate : NONE, batch : 225/12901, Run Time : 0.35
INFO:root:2019-05-04 03:23:41, flip : NONE, rotate : NONE, batch : 226/12901, Run Time : 4.25
INFO:root:2019-05-04 03:23:41, flip : NONE, rotate : NONE, batch : 227/12901, Run Time : 0.24
INFO:root:2019-05-04 03:23:41, flip : NONE, rotate : NONE, batch : 228/12901, Run Time : 0.19
INFO:root:2019-05-04 03:23:41, flip : NONE, rotate : NONE, batch : 229/12901, Run Time : 0.34
INFO:root:2019-05-04 03:23:42, flip : NONE, rotate : NONE, batch : 230/12901, Run Time : 0.34
INFO:root:2019-05-04 03:23:44, flip : NONE, rotate : NONE, batch : 231/12901, Run Time : 2.48
INFO:root:2019-05-04 03:23:45, flip : NONE, rotate : NONE, batch : 232/12901, Run Time : 0.32
INFO:root:2019-05-04 03:23:45, flip : NONE, rotate : NONE, batch : 233/12901, Run Time : 0.22
INFO:root:2019-05-04 03:23:45, flip : NONE, rotate : NONE, batch : 234/12901, Run Time : 0.29
INFO:root:2019-05-04 03:23:49, flip : NONE, rotate : NONE, batch : 235/12901, Run Time : 4.07
INFO:root:2019-05-04 03:23:50, flip : NONE, rotate : NONE, batch : 236/12901, Run Time : 0.44
INFO:root:2019-05-04 03:23:50, flip : NONE, rotate : NONE, batch : 237/12901, Run Time : 0.25
INFO:root:2019-05-04 03:23:50, flip : NONE, rotate : NONE, batch : 238/12901, Run Time : 0.28
INFO:root:2019-05-04 03:23:50, flip : NONE, rotate : NONE, batch : 239/12901, Run Time : 0.35
INFO:root:2019-05-04 03:23:54, flip : NONE, rotate : NONE, batch : 240/12901, Run Time : 3.14
INFO:root:2019-05-04 03:23:54, flip : NONE, rotate : NONE, batch : 241/12901, Run Time : 0.24
INFO:root:2019-05-04 03:23:54, flip : NONE, rotate : NONE, batch : 242/12901, Run Time : 0.25
INFO:root:2019-05-04 03:23:54, flip : NONE, rotate : NONE, batch : 243/12901, Run Time : 0.27
INFO:root:2019-05-04 03:23:55, flip : NONE, rotate : NONE, batch : 244/12901, Run Time : 0.77
INFO:root:2019-05-04 03:23:59, flip : NONE, rotate : NONE, batch : 245/12901, Run Time : 3.89
INFO:root:2019-05-04 03:23:59, flip : NONE, rotate : NONE, batch : 246/12901, Run Time : 0.30
INFO:root:2019-05-04 03:24:00, flip : NONE, rotate : NONE, batch : 247/12901, Run Time : 0.27
INFO:root:2019-05-04 03:24:00, flip : NONE, rotate : NONE, batch : 248/12901, Run Time : 0.28
INFO:root:2019-05-04 03:24:03, flip : NONE, rotate : NONE, batch : 249/12901, Run Time : 2.79
INFO:root:2019-05-04 03:24:03, flip : NONE, rotate : NONE, batch : 250/12901, Run Time : 0.25
INFO:root:2019-05-04 03:24:03, flip : NONE, rotate : NONE, batch : 251/12901, Run Time : 0.31
INFO:root:2019-05-04 03:24:03, flip : NONE, rotate : NONE, batch : 252/12901, Run Time : 0.29
INFO:root:2019-05-04 03:24:08, flip : NONE, rotate : NONE, batch : 253/12901, Run Time : 4.35
INFO:root:2019-05-04 03:24:08, flip : NONE, rotate : NONE, batch : 254/12901, Run Time : 0.27
INFO:root:2019-05-04 03:24:08, flip : NONE, rotate : NONE, batch : 255/12901, Run Time : 0.18
INFO:root:2019-05-04 03:24:09, flip : NONE, rotate : NONE, batch : 256/12901, Run Time : 0.23
INFO:root:2019-05-04 03:24:09, flip : NONE, rotate : NONE, batch : 257/12901, Run Time : 0.35
INFO:root:2019-05-04 03:24:12, flip : NONE, rotate : NONE, batch : 258/12901, Run Time : 2.83
INFO:root:2019-05-04 03:24:12, flip : NONE, rotate : NONE, batch : 259/12901, Run Time : 0.25
INFO:root:2019-05-04 03:24:12, flip : NONE, rotate : NONE, batch : 260/12901, Run Time : 0.27
