0.78376,37088,103648
0.78369,24736,155744
0.78263,32864,171872
0.78245,22560,103776
0.77960,25376,90336
0.77914,20832,97760
0.77794,63264,98144
0.77788,37984,174816
0.77594,29088,174368
0.77292,31968,177568
0.77244,21216,98720
0.76855,47648,105248
0.76817,29600,169568
0.76767,38816,168224
0.76560,37856,105504
0.76458,50592,97952
0.76421,53408,169824
0.76393,54176,180512
0.76213,26912,103712
0.75954,29024,176736
0.75862,36768,100704
0.75591,21984,169568
0.75499,35296,105056
0.75461,51360,169824
0.75233,49760,180192
0.75098,63200,99616
0.75053,18784,98464
0.74886,68320,169824
0.74737,18016,96608
0.74599,19488,89184
0.74384,30688,161120
0.74143,23712,84576
0.74142,48544,107360
0.73905,28256,96800
0.73835,16864,85856
0.73751,19296,86880
0.73634,45984,108000
0.73429,18848,85216
0.73279,30944,105184
0.73179,29984,89504
0.73120,41440,103968
0.72965,51168,175584
0.72936,37728,178720
0.72831,30112,85664
0.72798,20960,164448
0.72629,33568,92320
0.72450,65504,154656
0.72261,19296,161120
0.72160,55456,182304
0.71954,25696,101472
0.71719,51488,176928
0.71509,40416,169184
0.71290,20448,162592
0.71278,62816,84512
0.71123,27104,92448
0.70914,51232,94112
0.70668,29920,96864
0.70532,31136,93728
0.70528,36832,157536
0.70447,33056,164704
0.70226,65440,156256
0.70081,30368,156768
0.69984,27104,160160
0.69719,46688,96800
0.69705,28704,100192
0.69704,39456,107104
0.69629,48288,174688
0.69582,26464,99424
0.69400,51936,172192
0.69363,23392,87968
0.69303,36256,170912
0.69225,34720,101984
0.69143,31200,92256
0.69081,72288,153312
0.69004,47776,181088
0.68947,52256,183200
0.68738,57888,170720
0.68481,23264,165600
0.68309,24864,91680
0.67997,33184,89888
0.67720,43168,179360
0.67712,36896,87456
0.67043,71392,88864
0.67023,30368,82848
0.66306,26656,89504
0.66098,48800,109792
0.66003,24992,95392
0.65914,23904,160032
0.65849,51616,105120
0.65836,34720,172000
0.65820,21600,89376
0.65786,44640,177824
0.65695,28384,164448
0.65611,35168,175648
0.65459,31136,89440
0.65449,26080,80992
0.65439,33952,88800
0.65356,40352,173344
0.65342,43360,177760
0.65124,23456,91104
0.64946,30432,163296
0.64782,28832,168672
0.64692,28832,180960
0.64357,31456,160096
0.64245,76768,86560
0.63987,34400,167264
0.63898,36768,105248
0.63825,31328,156832
0.63699,21856,91168
0.63650,35296,162912
0.63571,31328,180000
0.63271,65056,159456
0.63015,52704,171040
0.62282,31520,97056
0.62172,33120,167904
0.62114,32672,100384
0.61881,57952,169824
0.61841,32160,102304
0.61729,26592,163872
0.61543,31776,167904
0.61084,35680,179616
0.61014,52896,98336
0.60986,28512,93024
0.60778,16416,90720
0.60621,65376,160864
0.60616,51296,178144
0.60522,33632,182752
0.60461,33568,94624
0.60357,78624,156704
0.60292,38688,89120
0.60258,63200,88800
0.60248,25696,92064
0.60004,25504,172704
0.59829,75552,152800
0.59502,48864,162912
0.59059,40736,162464
0.59025,27552,164448
0.58914,70112,166048
0.57726,26464,167968
0.57698,55072,172000
0.57624,25120,159776
0.57615,44064,108960
0.57237,29792,92576
0.56953,44576,180640
0.56710,35296,92512
0.56707,21024,171424
0.56679,23328,164064
0.56294,34016,164512
0.56269,29728,99616
0.56046,45024,89440
0.55961,34400,174688
0.55928,26656,172704
0.55922,21792,87328
0.55918,29792,88480
0.55888,27680,174688
0.55833,22752,98976
0.55789,34848,160288
0.55120,50656,180384
0.55005,18272,87072
0.54975,36704,180448
0.54834,52192,169632
0.54563,29280,93984
0.54555,51360,97696
0.54524,37408,172256
0.54382,44896,101152
0.53977,74272,88032
0.53933,53280,179424
0.53771,65504,87520
0.53761,32544,107424
0.53727,75168,85728
0.53701,39968,176160
0.53605,74464,151392
0.53377,31328,174560
0.53362,34272,86880
0.53358,30048,180256
0.53326,36320,175840
0.53227,45216,99232
0.52793,54432,179360
0.52768,23520,168928
0.52699,49184,90912
0.52551,42784,175328
0.52536,32224,94496
0.52493,25568,173792
0.52412,46368,97888
0.52379,63776,97120
0.52299,29536,173536
0.52227,30176,171360
0.51888,38624,178336
0.51852,65568,94496
0.51788,31776,83104
0.51761,35296,99296
0.51655,66208,156448
0.51258,44384,96160
0.51177,31008,176736
0.51049,22496,84640
0.51006,24352,93600
0.50963,21024,94880
0.50837,68960,157088
0.50807,28256,102176
0.50777,18848,94304
0.50777,74336,150304
0.50703,36640,163168
0.50584,36512,92192
0.50474,34272,85088
0.50278,33056,98528
0.50186,19936,167840
